"ID", "Name", "P-pivot,R-repeat", "Colors", "Threadcount"
10436, "Cumnock District Tartan", P, "K=101010BLACK;DR=880000DARK RED;G=00841CGREEN;MY=D09800M YELLOW;RB=1C0070ROYAL BLUE;W=E0E0E0WHITE;LRB=1474B4BALMORAL BLUE;B=34349CBLUE;O=F88000ORANGE;R=F80000RED;P=780078PURPLE;LG=289C18LIGHT GREEN;", "O6K4R2K90P4K6B32LG6"
11296, "Cunard O' The Clyde Corporate Tartan", P, "XR=BC1828CHERRY;K=101010BLACK;W=E0E0E0WHITE;LY=C4BC68LGT YELLOW;", "XR40K12W4K60LY4W12K12LY4"
1200, "Cunningham (VS) Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;R=C80000RED;W=E0E0E0WHITE;", "K6R2K60R56B2R2W6"
1873, "Cunningham Burgandy Dress Clan Tartan", P, "K=101010BLACK;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "W10R4W68R68K4R4Y8"
563, "Cunningham Dress Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;R=C80000RED;W=E0E0E0WHITE;", "W10R4W68R68K4R4B8"
6532, "Cunningham Dress Green (Dance) Fashion Tartan", P, "K=101010BLACK;W=E0E0E0WHITE;LG=289C18LIGHT GREEN;Y=E8C000YELLOW;", "Y8LG4K4LG80W80LG4W8"
6531, "Cunningham Dress Purple (Dance) Fashion Tartan", P, "K=101010BLACK;W=E0E0E0WHITE;LB=2888C4LIGHT BLUE;P=780078PURPLE;", "LB8P4K4P80W80P4W8"
4642, "Cunningham, Dress Blue (Dance) Fashion Tartan", P, "K=101010BLACK;W=E0E0E0WHITE;B=2C2C80BLUE;LB=2888C4LIGHT BLUE;", "LB8B4K4B80W80B4W8"
778, "Currie of Balilone Family Tartan", P, "K=101010BLACK;DG=003820DARK GREEN;DY=E8C000GOLD;G=006818GREEN;W=E0E0E0WHITE;", "DG24W2DG4W4DG4W2DG24W2DG4DY4G4K2G48"
4649, "Cusack Clan/Family Tartan", P, "B=00008CBLUE;G=007800GREEN;R=8C0000RED;Y=C88C00YELLOW;K=000000BLACK;BW=FCFCFCBRIGHT WHITE;", "B8K4B32K24BW2G26R4G4Y8"
6421, "Custer Personal Tartan", R, "B=2C2C80BLUE;W=E0E0E0WHITE;P=780078PURPLE;LB=2888C4LIGHT BLUE;R=C80000RED;K=101010BLACK;", "B40W2P16LB2R4K6R4LB2P40B16P40LB2R4K6R4LB2P16W2"
6954, "Cuthill Clan/Family Tartan", R, "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;NB=003C64NAVY BLUE;DR=880000DARK RED;Y=E8C000YELLOW;", "B6G8R4G6R6G32NB32DR32B6DR6B4DR8Y6DR8B4DR6B6DR32NB32G32R6G6R4G8"
7474, "Czech National District Tartan", P, "LRB=1474B4BALMORAL BLUE;B=2C2C80BLUE;K=101010BLACK;R=C80000RED;G=006818GREEN;Y=E8C000YELLOW;W=E0E0E0WHITE;", "B6R6W6G28K28R6B10K4B48Y4B8"
1725, "Daks Muted blue Trade Tartan", P, "B=2C2C80BLUE;T=604000BROWN;DB=202060DARK BLUE;LT=A08858LIGHT BROWN;", "T5DB4B3DB22LT4DB4B12T5"
7424, "Dallard Personal Tartan", P, "NB=003C64NAVY BLUE;N=888888GRAY;K=101010BLACK;P=780078PURPLE;HG=285800HUNTING GREEN;", "NB74HG74N16K6P10"
7513, "Dallas Family Tartan", P, "AB=506878ANC BLUE;N=888888GRAY;W=E0E0E0WHITE;K=101010BLACK;AG=007460ANC GREEN;DG=003820DARK GREEN;G=006818GREEN;SB=747CD8SKY BLUE;", "SB158N4SB20N12W4N12SB20W4G20AG12W4"
1480, "Dalmeny (Wlison's) Family Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;", "R8G30K30B30W8"
1780, "Dalrymple of Castleton Portrait Tartan", P, "K=101010BLACK;B=2C2C80BLUE;SCR=A00048CRIMSON;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "W2B20R14Y4B12W4B12Y4K28Y6SCR4Y6R30Y4"
1018, "Dalwhinnie Trade Tartan", P, "DG=003820DARK GREEN;N=888888GREY;LG=289C18LIGHT GREEN;O=D87C00ORANGE;Y=E8C000YELLOW;", "DG70Y6N28LG56N5LG11N5LG11O12"
969, "Dalziel (Logan) Family Tartan", P, "B=2C2C80BLUE;SCR=A00048CRIMSON;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;", "G12SCR6G4R64B4W2R8B12R8W2B4R8G64R8B4W2R48"
8353, "Daniel Welsh Name Tartan", P, "A=5C8CA8AZURE;NB=003C64NAVY BLUE;N=888888GRAY;LN=A0A0A0LIGHT GRAY;VDB=000058MIDNIGHT;K=101010BLACK;", "A2K3NB30K3LN36K3VDB26K2VDB4K2VDB26K5.K2NB11K5VDB20K2VDB4K2VDB20K3LN11K3NB13K5A2K5NB13K3LN11K3VDB20K2VDB4K2VDB20K5NB11K2"
7548, "Daniel Melrose Family Tartan", P, "AY=D4B844ANC YELLOW;DR=981444DARK RED;K=101810BLACK B502;CW=F0F0F0SOFT WHITE;B=206094BLUE;G=3C7C40GREEN;WR=904830WINE RED;", "AY2K2WR30B4WR2B4WR2B4WR2B30K4G4B2G4B2G20K4CW2"
5832, "Dark Island Black Weavers Tartan", R, "K=101010BLACK;DN=5C5C5CDARK GREY;AK=1C1C1CANC BLACK;", "AK4K8AK4K86AK40K8AK4K4AK8K4AK4K8AK40K86AK4K8"
5833, "Dark Island Navy Fashion Tartan", R, "NB=243464NAVY BLUE;DB=1C1C50DARK BLUE;", "NB4DB8NB4DB86NB40DB8NB4DB4NB8DB4NB4DB8NB40DB86NB4DB8"
11129, "Daughters of the American Revolution Corporate Tartan", P, "XR=D40000BASIC RED;FSB=2474E8FS BLUE;BB=3850C8OLD BLUE;B=2C2C80BLUE;W=ECECECWHITE;", "FSB4W4BB10W4FSB8BB10FSB12BB28B36XR8W4XR8W4"
10648, "Dauphinee Name Tartan", P, "R=FF0000BRIGHT SCARLET;K=101010BLACK;W=FFFFFFPEROXIDE WHITE;B=1B3357RRAITH BLUE;Y=EEB422GOLD;", "R18K8W12K8B42Y6B26K4W8K4R12"
1332, "Davidson Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;", "R4B24G4B4G24K4G24K4G4K24R4"
444, "Davidson Double.. Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;", "B6R4B16K16G16K6W4K6"
1076, "Davidson Half.. Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;", "K6G44B6G6B38R6"
1360, "Davidson of Tulloch Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;R=C80000RED;W=E0E0E0WHITE;", "R6B35K36B36W6"
3410, "Davies Welsh Name Tartan", P, "AG=00643CANC GREEN;A=5C8CA8AZURE;K=101010BLACK;DB=202060DARK BLUE;G=006818GREEN;LG=289C18LIGHT GREEN;RB=1C0070ROYAL BLUE;WG=408060WTHRD GREEN;", "WG2K3RB30K2RB4K2RB30K3G30K3DB30K2A2.DB4LG6DB20K3LG2K3RB17K2RB4K2RB17K3AG17DB20A6DB4A6DB20AG17K3RB17K2RB4K2RB17K3LG2K3DB20LG6DB2"
10741, "De Clercq, Christian Family Name Tartan", P, "B=0000CDMEDIUM BLUE;N=CECECEVERY LIGHT GREY;R=FF0020RED;LB=318CE7DODGER BLUE;Y=FFD700GOLD;", "N6B2N2R2N2R2B20LB2N18LB70Y4LB4Y2N4"
2139, "Deas Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW;", "G42K4R16K12R16K4B42K4B4K24Y6K24G4K4"
1833, "Deeside District Tartan", P, "G=006818GREEN;N=888888GREY;P=780078PURPLE;RB=1C0070ROYAL BLUE;W=E0E0E0WHITE;Y=E8C000YELLOW;", "W4N4P8N28G4RB20Y4"
2112, "Dege of Saville Row Corporate Tartan", P, "B=2C2C80BLUE;T=604000BROWN;DB=202060DARK BLUE;R=C80000RED;", "T44DB4T12B4DB36R4"
10658, "Deloughery, Paul Name Tartan", P, "K=101010BLACK;G=006434O GREEN;W=E8E8E8PEROXIDE WHITE;T=886448DESERT BROWN;B=202C7COXFORD BLUE;", "B40K12T8B6K32G40W4"
10654, "Delroeux, John Michael Name Tartan", P, "B=0000CDBLUE;G=008B00GREEN;Y=FFE600YELLOW;R=FF0000RED;", "B30G60Y10R30"
2219, "Dempster Family Tartan", P, "G=006818GREEN;AS=CC4438ANC SCARLET;BN=14283CBLUE GREY;HG=285800HUNTING GREEN;ET=4C0000EARTH;DN=5C5C5CDARK GREY;", "BN8HG4ET32ET20HG20BN64DN6"
1084, "Denholme Family Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;", "K4G16K14B16R4"
518, "Denny Hunting Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;", "B2R32G12K2G12K2"
1283, "Devon Companion District Tartan", P, "K=101010BLACK;DB=202060DARK BLUE;N=888888GREY;UT=480800UMBER;W=E0E0E0WHITE;Y=E8C000YELLOW;", "N20DB16Y4DB16K16UT16W4"
1284, "Devon Original District Tartan", P, "DG=003820DARK GREEN;G=6C8820GREEN;N=A8A8A8GREY;UT=480800UMBER;W=E0E0E0WHITE;Y=E8C000YELLOW;SR=A8441CSIENNA;", "N20G16W4G16SR16DG16Y4"
2182, "Devon Rural Skills Trust Corporate Tartan", P, "G=006818GREEN;R=C80000RED;B=2C2C80BLUE;DY=E8C000GOLD;R=C80000BASIC RED;LB=2888C4LIGHT BLUE;OG=7C7828OLIVE GREEN;W=E4E0C8CLEAR;", "W10OG8LB2OG8R8LB2G8DY2"
694, "Dewar Highlander Corporate Tartan", P, "K=101010BLACK;DB=202060DARK BLUE;DG=003820DARK GREEN;Y=E8C000YELLOW;WR=680028WINE RED;", "DG46K5DG6K5DG6K30DB38Y6DB38K30DG36K6DG6"
1318, "Diana Hunting Plaid Tartan", P, "T=604000BROWN;DB=202060DARK BLUE;G=006818GREEN;LB=2888C4LIGHT BLUE;R=C80000RED;W=E0E0E0WHITE;", "R4LB6DB4LB12G22W4G4R4G4T14LB6T92"
2515, "Diana Princess of Wales Commemorative Tartan", P, "K=101010BLACK;BN=48648CBLUE;A=B0D4ECLIGHT SKY;KR=C80000RED;SB=A8ACE8SKY BLUE;WW=E8E8E8WHITE;BB=148CACTEAL;", "A8WW4A48BN24K12WW4BB4WW4BB16WW8K4WW4KR4"
10140, "Dickson Name Tartan", R, "K=181864BLACK;FSB=587084FS BLUE;WG=448C68WTHRD GREEN;NB=002440NAVY BLUE;DBG=005448DARK BLUE GREE;BN=14283CBLUE GREY;WW=F8F8F8WILSON WHITE;VDB=14141CMIDNIGHT;LRB=1474B4BALMORAL BLUE;", "NB8WW6NB58WG24FSB16K16FSB12K16FSB16WG24NB58WW6"
2140, "Digital Corporate Tartan", P, "K=101010BLACK;LB=2888C4LIGHT BLUE;LT=A08858LIGHT BROWN;W=E0E0E0WHITE;", "LB12K6LB20LT10LB4LT4LB4LT4LB14W4"
2358, "Dignan Corporate School Tartan", P, "FSB=2474E8FS BLUE;DR=880000DARK RED;MY=D09800M YELLOW;K=101010BLACK;LN=C0C0C0LIGHT GRAY;PH=6C0070HEATHER;", "PH4LN42PH8K20FSB64DR4MY8"
3212, "Dinwiddie Clan Tartan", P, "K=101010BLACK;DY=E8C000GOLD;N=888888GREY;LG=289C18LIGHT GREEN;S=C8002CSCARLET;", "K4S8K4N12LG50K26N84K4N4DY8"
10697, "Distripress Annual Congress 2012 Corporate Tartan", P, "N=666666GREY;K=101010BLACK;R=FF0000RED;W=FFFFFFWHITE;", "N2K31R2N16K4W8K2R12"
3241, "Dobelman Family Tartan", R, "MT=784C18MEDIUM BROWN;MG=003800MEDIUM GREEN;R=8C0000RED;Y=C88C00YELLOW;K=000000BLACK;W=C8C8C8WHITE;A=788CB4AZURE;P=64008CPURPLE;ZZ=808080MISSING COLOUR;ZZ=808080MISSING COLOUR;ZZ=808080MISSING COLOUR;ZZ=808080MISSING COLOUR;", "K80R4K80W20R4W20"
10943, "Dobson Name Tartan", P, "AG=006838;Y=E4E068;DT=503500;DB=1C1C50;K=101010;OG=303818", "AG72Y6DT10DB36K20OG36"
913, "Dogwood Trade Tartan", P, "DR=880000DARK RED;G=006818GREEN;LT=A08858LIGHT BROWN;W=E0E0E0WHITE;", "G6DR24G24LT10DR2W50G4DR2"
10665, "Dohmen Family (Zuid-Nederland) Name Tartan", P, "G=649848GREEN;B=5F749CBLUE;R=A32D18RUST;Y=E0A126GOLD;", "G60Y6B16R50"
290, "Dollar Academy Corporate Tartan", P, "K=101010BLACK;B=2C2C80BLUE;W=E0E0E0WHITE;", "B18K18B18K18B84W10"
6138, "Donachie Clan Tartan", R, "R=C80000RED;G=008440GREEN;DR=800000DARK RED;DG=003820DARK GREEN;", "G40R4G4R4G4R50G80R4G4R48G4R4G80R50G4R4G4R4"
3002, "Donachie of Brockloch Hunting Clan Tartan", P, "DG=003820DARK GREEN;R=C80000RED;G=006030GREEN;DR=800000DARK RED;", "DG40G4DR4G4DG4G50DG80G4DR4G48"
2247, "Donegal Irish County Tartan", P, "WB=6030301928 BROWN;FSB=406088FS BLUE;FSG=006840FS GREEN;MY=D09000M YELLOW;RR=8C0020R RED;PS=508C60PASTEL GREEN;", "MY6PS34FSB6PS6FSB6WB10FSB36RR4FSB16RR4"
1315, "Dorcas Check Trade Tartan", P, "K=101010BLACK;T=604000BROWN;G=006818GREEN;O=D87C00ORANGE;W=E0E0E0WHITE;", "O6G28K4G4K4G6K12T36W6T4W4T8"
1032, "Douglas Clan Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;NB=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE;B=2C2C80;", "K6B6G46NB42W4"
1310, "Douglas Grey Dress Clan Tartan", P, "K=101010BLACK;N=888888GREY;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "N4W8K4W22K16N6K4Y6K4R6N10K2N10K4N2K12N2K12R12"
7211, "Douglas, Grey Clan/Family Tartan", P, "N=909090GREY;K=000000BLACK;", "N8K4N36K16N4K8N4K36"
4707, "Doune District Tartan", P, "KK=888888BLACK;A=5C8CA8AZURE;N=888888GRAY;K=101010BLACK;WW=F8F8F8WILSON WHITE", "WW8N80K16A4K4A6K4A22N20"
10704, "Dow - Aerlift Name Tartan", R, "G=23321BBOTTLE GREEN;B=433A5AILLINOIS NAVY;K=1C1714BLACK;R=CA2625BRIGHT SCARLET;W=F9F5EFPEROXIDE WHITE;Y=E0A126GOLD;", "B28G4B4G28K4G28K4G4K18R4K16Y4K18G4K4G28K4G28B4G4B28W4"
2266, "Down Irish County Tartan", P, "LO=D49464AM BRONZE;LT=B49870BARLEY;AA=6490A8PASTEL BLUE;LDR=BC401CREDWOOD;UT=28200CUMBER;SG=005448SEAWEED;T=74482C39 BROWN;", "T130UT18LDR22T10AA4LO4LT10T4LO26"
2511, "Doyle Irish Family Tartan", P, "DG=003820DARK GREEN;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW;", "G14DG12Y4DG38G8R18G48"
10689, "Dress Blue Fashion Tartan", P, "Y=FFE700GOLD; W=FFFFFFWHITE; DR=E3170DDARK RED; NB=000080NAVY BLUE; K=101010BLACK; LB=82CFFDLIGHT BLUE;", "DR8LB32K6NB88DR2W6Y4"
6069, "Dress Watch (Fashion) Fashion Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;WW=FCFCFCWILSON WHITE;", "WW8G4B2G36K36B36K6B8"
1414, "Drumlithie Rock and Wheel Tartan", P, "G=006818GREEN;P=780078PURPLE;R=C80000RED;LR=D05054ROSE;", "R4P6LR4R30P6G38P40R30P6LR4R4"
457, "Drummond Clan Tartan", P, "A=5C8CA8AZURE;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;", "B4R12B4R6G48R4G4R4B18R4A4R56B4R4B2R12"
1125, "Drummond (Grey) Clan Tartan", P, "K=101010BLACK;DN=5C5C5CDARK GREY;LN=C0C0C0LIGHT GRAY;", "K8LN4K4DN28LN4K4LN4K8DN4K32LN4K4LN2K8"
1715, "Drummond of Perth Clan Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "R102Y4K8W4G42R20K8A8W4"
1669, "Drummond of Perth (Logan) Clan Tartan", P, "A=5C8CA8AZURE;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "R72W2B6Y2G32R16B6A4W2"
1717, "Drummond of Perth Dress Clan Tartan", P, "K=101010BLACK;N=888888GREY;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "R80Y2K4N2W30R10K10N10W2"
671, "Drummond of Strathallan Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "W6G10Y6K6R10W6R10W6R10K6Y6G26K6G26K6G26Y6K6R10W6R10W6R10K26W2B6W2K26Y16G10Y6G10Y16B6R6K6R26W2B2W2R26W2B2W2R26K6R6B6Y6G10W6G10Y6K10R10W6R10K6Y16G10Y16K6R6K6R6"
1716, "Drummond Old Clan Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "R76Y4K8A4G28R8K4A4W4"
6422, "Dryburgh Clan Tartan", R, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;Y=DCC010YELLOW;R=BC4C10PILLARBOX;LN=907C80SILVER;EB=6C5454DARK SABLE;", "K20EB4K4EB4K6EB20R32LN4R4LN4R4LN4R32EB20K6EB4K4EB4K20Y4"
2250, "Dublin Irish County Tartan", P, "DP=300438BILBERRY;DR=8C0020R RED;LSB=6CAC84AQUA;LUT=906010VICUNA;T=785C3439 BROWN;", "DR6LSB16DR4LSB36DP10LSB6T6LSB6T32LSB6T6LSB6"
1378, "Duchess of Albany Family Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW;", "R4B28K16G4K2G4K2G8K2G4K2G4B8G4B8G4K2G4K2G8K2G4K2G4K16B28Y4"
358, "Duchess of Edinburgh Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "A24K8R8K8Y4K10B8K16B20K8G64R8G64A16K16Y4K4W4K4G24R16K4R10W4R10K4R16G24K4W4K4Y4K16A16R24"
1368, "Duchess of Kent Family Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;R=C80000RED;W=E0E0E0WHITE;", "R6A38K8R6K6R14K6R10K6R10K4W4"
607, "Duchess of York Family Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;UT=480800UMBER;W=E0E0E0WHITE;", "B2UT18G10UT2K10UT2G10UT18W2"
1661, "Duffus Lord... Portrait Tartan", P, "K=101010BLACK;T=604000BROWN;R=C80000RED;Y=E8C000YELLOW;", "Y30R14K24Y24K24T24R14"
2172, "Duffy Family Tartan", R, "K=101010BLACK;G=006818GREEN;LG=10A448LIGHT GREEN;W=E0E0E0WHITE;Y=E8C000YELLOW;", "G50W2K46LG14Y4LG4Y4LG14K46W2G78LG8G28"
745, "Duke of York Hunting Royal Family Tartan", P, "B=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE;Y=E8C000YELLOW;", "G99B20W8B30Y8B10Y8G46"
1472, "Dunbar Family Tartan", P, "K=101010BLACK;G=006818GREEN;R=C80000RED;", "R12G42K16R56K2R8"
1236, "Dunbar (Wilson's) District Tartan", P, "K=101010BLACK;R=C80000RED;W=E0E0E0WHITE;", "K26W4K8R56"
1634, "Dunbar of Pitgaveny Family Tartan", P, "SCR=A00048CRIMSON;N=888888GREY;W=E0E0E0WHITE;", "SCR2N38W2"
1886, "Dunbarton Trade Tartan", P, "K=101010BLACK;T=604000BROWN;LB=2888C4LIGHT BLUE;R=C80000RED;Y=E8C000YELLOW;", "Y60R4Y4K10Y6T4Y6T44Y6K4Y6.LB60R4LB4K10LB6T4LB6T44LB6K4LB6"
1022, "Dunblane District Tartan", P, "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "G12Y10W2G4W2G10W2G4W2R30B4W2"
954, "Dunbog Primary School Corporate Tartan", P, "B=2C2C80BLUE;DB=202060DARK BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW;", "G4Y4DB32G10B6R24"
1112, "Duncan Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;", "K8G42W6G42B42R8"
6497, "Duncan of Sketraw Clan Tartan", R, "LB=2888C4LIGHT BLUE;W=E0E0E0WHITE;B=2C2C80BLUE;Y=E8C000YELLOW;G=006818GREEN;K=101010BLACK;R=C80000RED;BL=1474B4BALMORAL BLUE;", "R4K12G4K4G28K2Y4K2BL10R2BL10K2W4K2G28K2BL4K2G28K2W4K2BL10R2BL10K2Y4K2G28K4G4K12"
1041, "Dundas Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;", "K8B32K24G48R2G4K4"
1645, "Dundee District Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;LR=D05054ROSE;W=E0E0E0WHITE;Y=E8C000YELLOW;", "R60LR4K12LR4G34Y14W4K4W4Y8A14W4K12W12"
2512, "Dundee Discovery Corporate Tartan", R, "BN=000034DARK NAVY;DG=003014MOD GREEN;DR=8C0000RED;MY=C88C00YELLOW;K=000000BLACK;B=2C2C80BLUE;G=006818GREEN;", "B8K4B8K4B44K4B8K4B8G24MY6G6MY2K6DR4K6MY2G6MY6G24B40K4B8K4B40K28G24DR4G24K28"
691, "Dundee Dress District Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;SCR=A00048CRIMSON;DB=202060DARK BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "G20DB20A4W24Y8W4K4W4Y8W38SCR4K32SCR4R72"
2058, "Dundee F.C. Corporate Tartan", P, "AY=DC943CANC YELLOW;DB=202060DARK BLUE;R=C80000RED;W=E0E0E0WHITE;", "R4DB8AY3DB52AY3DB8W6DB3W4DB6"
1648, "Dundee Wallace Family Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;P=780078PURPLE;R=C80000RED;LR=D05054ROSE;S=C8002CSCARLET;W=E0E0E0WHITE;Y=E8C000YELLOW;", "R8S4LR4K6R20A16W4P16W16P16W4A16K36Y8W4K4W4Y8G86W4R104"
2114, "Dunedin District (NZ) Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "R4K4B16W4B4W4B16K4R4K4G16Y4"
1197, "Dunlop Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;R=C80000RED;W=E0E0E0WHITE;", "K6R2K60W2B56R2B2W6"
1784, "Dunlop Dress Family Tartan", P, "B=2C2C80BLUE;P=780078PURPLE;W=E0E0E0WHITE;", "W6B2W60B2P56W2P2W6"
1802, "Dunoon Irish Corporate Tartan", P, "G=006818GREEN;O=D87C00ORANGE;W=E0E0E0WHITE;", "W12G78O78W12"
1089, "Durham District Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;", "K4G12K12B12R4"
2228, "Durie Clan Tartan", R, "YY=FCCC00YELLOW-BASIC;G=006818GREEN;AY=DC943CANC YELLOW;DB=202060DARK BLUE;DG=003820DARK GREEN;DR=880000DARK RED;Y=E8C000YELLOW;", "G8Y4G48DR16DB4DR4DB4DR4DB48DR4DB4DR4DB4DR16G48Y4"
1134, "Dutch District Tartan", P, "K=101010BLACK;B=2C2C80BLUE;O=D87C00ORANGE;W=E0E0E0WHITE;", "K2O24K24O2B24W4"
1133, "Dutch Dress District Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;O=D87C00ORANGE;R=C80000RED;W=E0E0E0WHITE;", "K2O24K24A2W24R4"
2128, "East Kilbride District Tartan", R, "AY=DC943CANC YELLOW;K=101010BLACK;FB=74846CFADED BLUE;OG=5C6428OLIVE GREEN;SCR=C8002CSCARLET;W=E0E0E0WHITE;", "SCR40K4FB20K4FB20K4OG30SCR42AY8SCR42OG30K4FB20K4FB20K4SCR54W8SCR14"
2061, "East Kilbride (Original) District Tartan", P, "K=101010BLACK;B=2C2C80BLUE;DY=E8C000GOLD;G=006818GREEN;SCR=C8002CSCARLET;W=E0E0E0WHITE;", "W4K2SCR30B20G14SCR20DY6"
2561, "East Lothian (Fashion) Fashion Tartan", R, "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;P=780078PURPLE;Y=E8C000YELLOW;", "A12B34P8B4K22G66Y8G66K22B4P8B34"
10672, "Eastern Shore Police Emerald So Corporate Tartan", P, "DG=1D4B44DARK GREEN;G=328472GREEN;K=101010BLACK;MB=407088MEDIUM BLUE;DY=FFCC33DARK YELLOW;LN=D9D9D5SILVER;", "G8DG80G8K16MB8K16G10K4DY8K4DG2G4DG4K2LN2"
1163, "Edinburgh District Tartan", P, "K=101010BLACK;B=2C2C80BLUE;DR=880000DARK RED;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;", "W6B50DR6R6DR6R10G20DR6K4"
2307, "Edinburgh Crystal Corporate Tartan", R, "B=2C2C80BLUE;R=C80000RED;BN=14283CBLUE GREY;DR=880000DARK RED;K=101010BLACK;LN=C0C0C0LIGHT GRAY;NB=003C64NAVY BLUE;", "BN120LN8K24B12R12B12K24LN8"
1461, "Edinburgh Dress District Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;P=780078PURPLE;R=C80000RED;W=E0E0E0WHITE;", "R6G6B28P14G6P6G6W60K4W8"
2106, "Edinburgh Marketing Corporate Tartan", P, "DB=202060DARK BLUE;R=C80000RED;W=E0E0E0WHITE;", "DB38R6DB6R9W5R12DB8R16"
3614, "Edinburgh Military Tattoo 50th Military Tartan", P, "WB=000048BLUE;WG=004028GREEN;WS=C80000SCARLET;K=000000BLACK;", "K4WB32WS24WG32K4"
10005, "Edinburgh Napier University Corporate Tartan", P, "B=2C2C80BLUE;DW=F0E4CCOFF WHITE;K=101010BLACK;LG=289C18LIGHT GREEN;R=C80000RED;GO=BC8C00DARK GOLD;A=5C8CA8AZURE;", "A8DW8A8DW10K16LG4R38GO2"
6396, "Edinburgh, City of.. (2001) District Tartan", R, "WW=F8F8F8WILSON WHITE;N=888888GRAY;R=C80000RED;G=006818GREEN;LB=2888C4LIGHT BLUE;K=101010BLACK;", "K6WW8K6WW8K6R36G2N36R2LB36WW2G36K2N36LB2R36"
5731, "Edwards Welsh Name Tartan", P, "A=5C8CA8AZURE;DB=202060DARK BLUE;N=888888GREY;", "N37DB4N7DB4N9DB40A2DB4N2.N53DB4N8DB4N10DB40A2DB4N2DB4A2DB40N10DB4N8DB4N53"
81, "Edzell U.S. Navy Regimental Tartan", P, "B=2C2C80BLUE;DB=202060DARK BLUE;R=C80000RED;W=E0E0E0WHITE;", "DB104B16W8B66R3B16"
