"Source","Source ID","Category","Name","Palette","Threadcount","Overview","Comment","Copyright","Update date"
"Weddslist","","Scottish Tartans Society","Balmoral","I#505050; O#c0c0c0; R#c00000; K#000000; ","O/9 R5 O47 I13 K11 O5 I5 O5 I21 O11 K5 O5 R/5","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Balmoral - Blue Lines","I#505050; O#c0c0c0; K#000000; A#5480b0; ","A/4 O4 K4 O8 I20 O4 I4 O4 K8 I32 O50 A4 O/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Balmoral, Gillies","I#505050; O#c0c0c0; R#c00000; K#000000; ","O/9 R5 O51 I13 K13 O5 I4 O5 I23 O11 K5 O5 R/5","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Balmoral, Green lines","I#505050; O#c0c0c0; K#000000; G#008000; ","G/4 O4 K4 O8 I16 O4 I4 O4 K10 I32 O50 G4 O/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Banff, and Buchan","Y#f0c000; W#e0e0e0; J#000050; B#304080; A#5480b0; ","J/52 W4 J6 B30 A52 B4 A6 Y/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bank of Scotland","Y#f0c000; W#e0e0e0; K#000000; J#000050; ","W/8 J60 K46 J48 Y/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bannockbane","Z#906030; W#e0e0e0; O#ff8500; D#401000; ","Z/4 O4 Z30 W20 O2 D30 O4 D/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bannockbane","W#e0e0e0; T#806050; R#c00000; D#401000; ","D/4 R4 D30 R2 W20 T30 R4 T/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bannockbane","O#8080d0; W#e0e0e0; B#304080; ","B/4 O4 B30 O2 W20 O30 B4 O/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bannockbane, Blue","Y#f0c000; W#e0e0e0; K#000000; A#5480b0; ","K/8 Y4 K26 Y2 W16 A26 Y4 A/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bannockbane, Dark Tan","Y#f0c000; W#e0e0e0; D#401000; A#5480b0; ","D/8 Y4 D26 Y2 W16 A26 Y4 A/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bannockbane, Green","O#30a010; Z#906030; W#e0e0e0; I#003000; G#008000; ","I/8 O6 I48 W31 Z42 G6 Z/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bannockbane, Grey","Z#906030; W#e0e0e0; T#806050; N#808080; ","N/4 T4 N30 T4 W20 Z30 T4 Z/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bannockbane, Light Tan","Z#906030; Y#f0c000; W#e0e0e0; K#000000; ","K/8 Y4 K26 Y2 W16 Z26 Y4 Z/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bannockbane, Modern Silver","W#e0e0e0; U#703000; N#808080; B#304080; ","B/6 U4 B36 U2 W20 N36 U4 N/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bannockbane, hunting","W#e0e0e0; T#806050; G#008000; ","G/4 T4 G30 T2 W2 G30 T4 G/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Barbecue, Plaid","Y#f0c000; W#e0e0e0; R#c00000; K#000000; ","R/2 K2 R2 K2 R2 K28 W16 R4 K4 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Barbie's Plaid","F#30a010; H#8080d0; I#ffe000; O#606090; ","O/4 I8 H44 I40 F38 I/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Barbour","Y#f0c000; W#e0e0e0; T#806050; R#c00000; K#000000; D#401000; ","T/8 Y4 T42 D22 W4 K40 R/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Barclay","R#c00000; J#000050; G#008000; ","G/2 J32 G32 R/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Barclay, dress","Y#f0c000; W#e0e0e0; K#000000; ","W/2 Y12 K12 Y/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Barkwell, The","Y#f0c000; R#c00000; K#000000; ","K/4 R16 K8 R96 K60 R120 K4 Y/16","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Barnaby Brown Pibroch","X#004010; S#c00020; J#000050; ","X/8 S4 X32 J8 X4 J8 X4 J40 S/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Barnes","Y#f0c000; R#c00000; K#000000; G#008000; B#304080; ","B/40 K6 B6 K6 B6 K32 G4 Y6 G24 R/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bartlett from Winnetka, Illinois","Y#f0c000; R#c00000; K#000000; G#008000; B#304080; ","K/6 G6 Y4 G8 K4 G6 K4 G48 B20 Y4 B20 G60 R/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Barton-Watson, de","Y#f0c000; X#004010; S#c00020; Q#000030; P#800080; K#000000; ","P/6 Y2 Q52 K32 X34 S6 Q32 P/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bavidge","O#300030; Y#f0c000; K#000000; J#000050; I#003000; B#304080; ","J/92 K14 J18 B5 J5 B5 J5 I32 O16 K5 O7 Y/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Baxter of Balgavies","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; A#5480b0; ","A/2 G32 K2 A4 K2 Y8 K2 A4 K2 R32 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bean Hunting","R#c00000; G#008000; B#304080; A#5480b0; ","A/6 G41 B20 R15 G41 R15 B/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Beatrice, Princess.. (hunting)","O#30a010; Y#f0c000; K#000000; J#000050; G#008000; ","O/10 O5 G5 O5 G60 O13 G10 J67 G5 K5 G5 K5 G13 Y/10","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bell of the Borders.","O#8080d0; Y#f0c000; R#c00000; K#000000; G#008000; ","R/6 G4 K18 O4 K4 O48 Y4 O4 Y/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bell, John","I#505020; W#e0e0e0; P#800080; M#802040; D#401000; ","I/10 W4 I4 P8 I64 P2 M50 D8 M8 D/14","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bell, South.","W#e0e0e0; R#c00000; K#000000; B#304080; ","B/8 K8 W8 K8 W8 R8 K/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bermuda, Blue","O#8080d0; R#c00000; J#000050; I#003000; ","O/12 R4 J4 O42 R6 O6 J11 O6 I19 O8 R4 O6 J/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bermuda, Plaid","R#c00000; G#008000; B#304080; A#5480b0; ","A/16 B4 A16 G24 B24 R16 A/66","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bethune","O#8080d0; Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","O/8 B72 Y16 K20 Y4 K4 W4 K8 G32 K4 R12 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Birch","W#e0e0e0; S#c00020; P#800080; K#000000; G#008000; A#5480b0; ","W/6 K2 A36 K20 S4 K20 G46 P8 G/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Birral, Burrell","O#d03030; W#e0e0e0; R#c00000; P#800080; G#008000; A#5480b0; ","P/32 W4 R16 O8 P4 O8 R16 W4 G64 W4 P16 A8 W4 A8 P16 W4 R/130","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Birse","Y#f0c000; R#c00000; K#000000; G#008000; B#304080; ","K/8 G32 K28 Y6 B32 R/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Biskup","Y#f0c000; R#c00000; K#000000; G#008000; B#304080; ","G/16 Y4 G6 R8 G36 K38 R4 B36 R8 B/24","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bisset","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","R/12 G24 K8 G8 K4 Y4 G8 B12 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Black Watch","K#000000; G#008000; B#304080; ","B/6 K66 B42 K36 G46 K/10","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Black Watch","R#c00000; K#000000; G#008000; B#304080; ","R/8 K8 B48 K48 G48 K4 R/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Black Watch, A&S Highlanders","K#000000; G#008000; B#304080; ","B/22 K2 B2 K2 B2 K16 G16 K2 G16 K16 B16 K2 B/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Black Watch, Ground Colour","W#e0e0e0; K#000000; ","W/2 K2 W16 K16 W16 K2 W16 K16 W2 K2 W2 K2 W/22","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Black Watch, Plaid for Band","R#c00000; G#008000; B#304080; ","B/8 R8 B52 R58 G54 R8 G54 R58 B8 R8 B8 R8 B/32","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Black Watch, Plaid of Pipers...","Y#f0c000; R#c00000; K#000000; G#008000; B#304080; ","B/24 K4 R4 K4 R4 K24 G22 Y4 G22 K24 B22 K4 R/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Black Watch, dress","W#e0e0e0; K#000000; G#008000; B#304080; ","B/20 K4 B4 K4 B20 K18 G22 K6 G22 K20 W6 B8 W30 B4 W8 B4 W30 B8 W6 K20 B20 K4 B4 K4 B/20","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Black Water","K#000000; G#008000; B#304080; ","G/4 B24 G4 B8 K8 G4 K12 B4 K8 G24 B/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Black and White","W#e0e0e0; R#c00000; N#808080; K#000000; ","K/38 N12 K6 N30 W6 N24 W18 N6 W40 N6 W40 K38 R8 K10 W/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Black and White, Colourway","W#e0e0e0; T#806050; R#c00000; B#304080; ","B/38 R8 B10 W6 B38 T12 B6 T30 W6 T24 W18 T6 W40 T6 W/40","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Blackcraig","W#e0e0e0; R#c00000; K#000000; ","K/20 W20 K20 W20 K20 W20 R6 W12 K6 W6 K6 W6 K6 W6 K/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Blackstock, dress","Y#f0c000; R#c00000; K#000000; G#008000; ","Y/8 G28 K24 R48 K4 R4 Y/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Blackstock, hunting","Y#f0c000; R#c00000; K#000000; G#008000; ","K/8 G4 Y4 G48 K24 R28 K/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Blair","R#c00000; K#000000; G#008000; B#304080; ","B/12 R4 B40 K32 G40 R4 G/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Blair, dress","W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","B/4 R4 B32 K12 G32 R4 G4 R4 G32 K12 W40 R4 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Blairlogie, or Blair Athol","W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","B/4 R2 B20 G6 B10 G50 K2 G2 W6 G2 K2 G50 B10 G6 B20 R6 K/40","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Blairmore","W#e0e0e0; T#806050; R#c00000; J#000050; G#008000; D#401000; ","J/68 W10 J10 R10 J10 D52 G66 T/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Blais","Y#f0c000; T#806050; R#c00000; N#808080; K#000000; B#304080; ","R/8 N4 K2 R20 K2 N4 K2 B6 T2 Y2 B/40","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Blue","W#e0e0e0; R#c00000; J#000050; B#304080; A#5480b0; ","R/4 B22 R6 B22 A24 J20 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bon Accord","W#e0e0e0; R#c00000; Q#000030; ","R/6 Q50 R6 Q6 R34 W6 R/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bonner, (Bonnar)","R#c00000; K#000000; G#008000; B#304080; ","B/24 K4 B4 K4 B4 K24 R6 K4 R10 G20 R6 K2 R/26","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bonnie Brae","Z#906030; V#908000; J#000050; I#003000; F#800000; C#900030; ","Z/6 I4 Z3 I4 Z3 I26 J20 F26 V3 J3 C/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Border Reiver, The","R#c00000; K#000000; ","R/8 K4 R20 K20 R8 K4 R4 K4 R8 K20 R/20","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Border Sett","W#e0e0e0; R#c00000; K#000000; G#008000; ","W/180 R38 W40 G40 W40 K4 R44 K4 W40 G40 W40 R38 W/80","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Boroughmuir","O#102040; Y#f0c000; X#004010; W#e0e0e0; ","O/16 Y2 O64 W16 X/60","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Borrodale","W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","R/8 W8 G58 K58 B58 R6 B6 R/10","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Borthwick","N#808080; K#000000; G#008000; C#900030; ","G/24 K4 C24 K6 N24 K32 N24 K6 C/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Borthwick","N#808080; K#000000; G#008000; C#900030; ","G/34 K2 C32 K4 N28 K38 N28 K4 C/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Borthwick, dress","W#e0e0e0; K#000000; G#008000; C#900030; ","G/14 K2 C14 K2 W14 K20 W14 K4 W/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Boucherville (Tartan de..)","I#30a010; O#4000ff; Y#f0c000; W#e0e0e0; N#808080; ","O/12 N4 I4 N4 I4 W8 N10 Y4 I/40","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Boucherville (Tartan de..), dress","O#4000ff; Y#f0c000; W#e0e0e0; N#808080; G#008000; ","G/1 N4 O4 N4 O4 W8 N10 Y4 W/40","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bowie","Y#f0c000; W#e0e0e0; U#703000; R#c00000; G#008000; B#304080; ","B/16 R4 B6 R8 B26 W4 U26 W4 G26 R8 G8 Y4 G/16","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bowie","Y#f0c000; R#c00000; K#000000; G#008000; B#304080; ","B/18 R6 B6 R10 B32 R4 K34 G32 R10 G6 Y2 G/18","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bowlers","W#e0e0e0; P#800080; K#000000; G#008000; B#304080; ","G/4 P16 G26 K12 G4 W6 G4 K12 G10 B40 W/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bowling","Y#f0c000; W#e0e0e0; V#908000; K#000000; G#008000; B#304080; ","W/2 B28 Y6 K12 G4 K4 W4 K4 G16 V12 K4 V6 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Boyd","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","W/4 K4 R4 G4 R48 K24 B4 K4 B4 K4 G24 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Boyd","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","W/10 K8 R8 G10 R76 K20 B4 K4 B4 K4 G44 Y/10","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Brabender","R#c00000; K#000000; G#008000; B#304080; ","G/6 B42 K6 B6 K24 R6 G24 K/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bracken","Y#f0c000; R#c00000; J#000050; B#304080; ","R/12 B10 Y78 J11 Y8 J15 R6 J27 Y/20","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Braemar House","H#607030; I#30a010; Y#f0c000; W#e0e0e0; T#806050; G#008000; ","G/6 T4 I24 H24 W2 G2 Y/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Braemar, Castle","Z#906030; Y#f0c000; R#c00000; K#000000; D#401000; ","R/104 K10 Y10 K16 Z10 D10 K4 R12 K2 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Braemar, or Blair Atholl","Z#906030; W#e0e0e0; T#806050; K#000000; ","Z/4 K4 Z44 K4 Z20 K4 T12 K20 W8 T/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Brandon, Manitoba","Y#f0c000; W#e0e0e0; V#908000; K#000000; G#008000; ","Y/10 K3 G35 W3 K35 V/83","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Braveheart - ( Warrior)","I#300030; O#8080d0; W#e0e0e0; R#c00000; K#000000; G#008000; ","K/86 O6 K14 I6 K4 I6 K4 G22 R12 K4 R6 W/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Braveheart - Warrior (dress)","W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","K/8 R8 W6 R18 G30 W6 K6 W6 K6 W20 B12 W/82","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Braveheart -Warrior (hunting)","I#600030; O#300030; T#806050; K#000000; G#008000; D#401000; ","K/86 T14 K18 O6 K6 O6 K6 G36 D18 K6 D8 I/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Brides Plaid","O#d03030; W#e0e0e0; R#c00000; P#800080; G#008000; B#304080; A#5480b0; ","R/8 W2 A4 P8 W2 G4 B16 W2 P4 A4 W2 A4 P4 W2 P32 W2 P12 W2 P12 W2 P32 W2 P4 A4 W2 A4 P4 W2 R16 O12 W/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Brinkie's Brae","W#e0e0e0; R#c00000; N#808080; K#000000; G#008000; B#304080; ","K/6 W8 K6 R36 B2 N36 K2 G36 W2 B36 R2 N36 G2 R36 K6 W8 K/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bristow Helicopters","W#e0e0e0; R#c00000; K#000000; B#304080; ","B/56 K2 W2 B4 K2 R4 K2 B4 W2 K2 B30 K32 B6 K/32","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","British Columbia","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; A#5480b0; ","G/8 K4 G16 A16 Y4 A16 R16 K4 R16 A8 R16 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","British Energy","O#0060b0; Y#f0c000; P#800080; K#000000; ","Y/6 P2 Y2 P44 K28 O/80","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Brodie","Y#f0c000; R#c00000; K#000000; ","K/4 R32 K16 Y2 K16 R/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Brodie","Y#f0c000; R#c00000; K#000000; ","K/6 R30 K22 Y4 K8 R/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Brodie hunting","Y#f0c000; R#c00000; K#000000; G#008000; B#304080; ","R/4 B16 G16 K16 Y2 K16 R/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Brodie, Silver","I#505050; O#c0c0c0; Y#f0c000; R#c00000; N#808080; ","R/6 O40 N40 I40 Y4 I40 R/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Brodie, of that Ilk and the Burn","Y#f0c000; W#e0e0e0; R#c00000; K#000000; B#304080; ","R/96 W8 B8 K8 R24 B8 R2 Y/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Brooke","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; A#5480b0; ","B/2 A2 B2 K16 G20 K16 R2 W2 Y/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Brough","W#e0e0e0; R#c00000; Q#000030; G#008000; ","G/22 R6 G18 Q28 W4 Q28 R/40","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Brown","R#c00000; K#000000; G#008000; B#304080; ","B/12 R2 B4 R2 B4 K36 R16 G/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Brown, Watch","T#806050; K#000000; G#008000; ","T/22 K2 T2 K2 T2 K16 G16 K2 G16 K16 T16 K2 T/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Brown, Watch dress","Z#906030; W#e0e0e0; D#401000; ","Z/6 D6 Z20 D18 W2 D6 W20 D18 Z6 D6 Z6 D6 Z/40","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bruce","Y#f0c000; W#e0e0e0; R#c00000; G#008000; ","Y/4 R32 G8 R8 G24 R4 G24 R8 G8 R32 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bruce","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; ","W/8 K2 R44 G10 R8 G24 R12 G24 R8 G10 R44 K2 Y/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bruce County","Y#f0c000; W#e0e0e0; R#c00000; G#008000; B#304080; ","W/2 B2 R14 G4 R4 G12 R2 G12 R4 G4 R16 Y/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bruce of Kinnaird","O#d03030; Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; A#5480b0; ","R/48 G44 K4 W12 K4 Y4 K30 A12 O12 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bruce, Old","R#c00000; G#008000; B#304080; ","G/30 R4 G4 R40 B4 R4 B15 R4 B4 R4 G48 R4 B4 R/45","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bruce, hunting","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; ","W/6 K2 G38 R8 G6 R22 G10 R22 G6 R8 G38 K2 Y/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Bryce","Y#f0c000; R#c00000; G#008000; ","R/4 G28 R36 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Buccleuch","R#c00000; K#000000; G#008000; B#304080; ","R/14 G51 R5 B41 R5 K9 R/107","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Buccleuch, Check","W#e0e0e0; K#000000; B#304080; ","B/12 W12 K12 W12 K12 W12 K12 W/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Buchan, Cumming MacIntyre","R#c00000; K#000000; G#008000; B#304080; ","B/4 K12 R4 G54 R4 K4 R4 G54 R4 K12 B4 R12 G12 R4 K48 R4 K4 B4 R4 K48 R4 G12 R/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Buchanan 1","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; A#5480b0; ","A/4 G24 K2 A4 K2 Y6 K2 Y6 K2 A4 K2 R24 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Buchanan 2","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","B/16 G24 K4 B16 K4 R32 W4 R32 K4 B16 K4 Y24 K4 Y24 K4 B16 K4 G/48","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Buchanan 3","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","B/18 G46 K6 B18 K6 Y40 K6 Y40 K6 B18 K6 R40 W6 R40 K6 B18 K6 G46 B/18","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Buchanan 4","W#e0e0e0; K#000000; C#900030; ","K/4 W56 C26 W4 C26 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Buchanan 5","Y#f0c000; X#004010; W#e0e0e0; R#c00000; K#000000; A#5480b0; ","A/8 X64 K4 A8 K4 Y16 K4 Y16 K4 A8 K4 R64 W/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Buchanan 6","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; ","G/36 K20 G36 K18 R34 W4 R34 K18 Y34 K4 Y34 K/36","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Buchanan 7","Y#f0c000; X#004010; W#e0e0e0; R#c00000; K#000000; B#304080; ","B/30 X30 B8 X30 B30 R30 W4 R30 Y30 K4 Y/60","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Buchanan 8","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; A#5480b0; ","A/6 G62 K4 A8 K4 Y16 K4 Y16 K4 A8 K4 R62 W/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Buchanan 9","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; A#5480b0; ","A/8 G50 K4 A8 K4 Y16 K6 Y16 K4 A8 K4 R50 W/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Buchanan, Incorrect","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","B/12 G4 K12 B12 K12 G4 B12 G4 R24 W4 R24 B16 Y20 B4 Y20 G/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Buchanan, Old dress","Y#f0c000; W#e0e0e0; R#c00000; K#000000; ","K/80 W50 K20 Y16 K6 Y16 K20 R50 W/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Buchanan, dress","Y#f0c000; W#e0e0e0; T#806050; R#c00000; N#808080; K#000000; A#5480b0; ","A/6 T68 K4 N8 K4 Y14 K4 Y14 K4 N8 K4 W68 R/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Buchanan, dress Blue","W#e0e0e0; R#c00000; B#304080; ","R/6 W66 B32 W10 B32 W/10","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Buchanan, hunting","Y#f0c000; T#806050; K#000000; G#008000; A#5480b0; ","A/2 T12 G12 K12 G8 K12 G12 T12 Y2 T12 G12 T/24","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Buchanan, hunting","T#806050; R#c00000; G#008000; B#304080; ","B/6 T28 G28 T4 B28 T4 B28 T4 G28 T28 R/6","","","","2016/10/31 08:48:48"
