"Source","Source ID","Category","Name","Palette","Threadcount","Overview","Comment","Copyright","Update date"
"House of Tartan","819","Family","Rattray Family Tartan","K#101010 BLACK; B#2c2c80 BLUE; G#006818 GREEN; R#c80000 RED; W#e0e0e0 WHITE; ","G/71 K4 R4 B9 R4 B4 R36 B4 W/4","Tartan Number: 819. Earliest known date: pre 2003","A Follower, but not a Sept, of the Murrays of Atholl. The family descends from Adam de Rattrieff in the 13th century. Their ancient seat is at Craighall, Blairgowrie, in Perthshire.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:31"
"House of Tartan","820","Artifact","Borthwick Dress Artifact Tartan","K#101010 BLACK; SCR#a00048 CRIMSON; G#006818 GREEN; W#e0e0e0 WHITE; ","G/14 K2 SCR14 K2 W14 K20 W14 K4 W/8","Tartan Number: 820. Earliest known date: pre 2003","No details available.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:31"
"House of Tartan","822","Corporate","MacMaster Corporate Tartan","K#101010 BLACK; B#2c2c80 BLUE; G#006818 GREEN; R#c80000 RED; W#e0e0e0 WHITE; Y#e8c000 YELLOW; ","G/68 K2 R8 W2 R8 K2 G8 K2 Y4 K2 G14 K2 R6 K2 G6 K2 R6 K2 G6 W2 B10 W2 Y8 W/4","Tartan Number: 822. Earliest known date: 1987","Research report available.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:31"
"House of Tartan","823","Family","Taylor Dress Family Tartan","K#101010 BLACK; G#006818 GREEN; LVP#c49cd8 LGT VIOLET; KR#d05054 ROSE; W#e0e0e0 WHITE; Y#e8c000 YELLOW; ","G/18 K4 KR8 G28 W6 LVP6 W46 G10 Y/6","Tartan Number: 823. Earliest known date: 1992","A dress tartan for dancers","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:31"
"House of Tartan","824","Clan","MacLean of Duart Hunting Clan Tartan","K#101010 BLACK; G#006818 GREEN; W#e0e0e0 WHITE; ","K/2 G32 K4 G4 K12 W2 K12 G/6","Tartan Number: 824. Earliest known date: 1842 (1587)","Perhaps dating back as far as 1587 but there is some debate as to the validity of the historical evidence. A charter granted to Hector MacLean, Heir of Duart, in the lands of Islay, the feu duty to be payable in the form of 60 ells cloth of white, black and green colours. This may well account for the colours, the proportions being the invention of the Sobieski Stuarts.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:31"
"House of Tartan","825","Clan/Family","Scott Clan/Family Tartan","K#101010 BLACK; B#2c2c80 BLUE; G#006818 GREEN; R#c80000 RED; W#e0e0e0 WHITE; Y#e8c000 YELLOW; ","G/16 K6 W6 K12 Y8 B24 G12 K16 G24 R6 G6 W6 G6 K/16","Tartan Number: 825. Earliest known date: pre 2003","Also known as Green Scott, this tartan is generally available today. The Chief of the Scotts is His Grace the 9th Duke of Buccleuch and 10th of Queensberry who lives in Selkirk in the borders region of Scotland.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:32"
"House of Tartan","826","Commemorative","Abbotsford Commemorative Tartan","K#101010 BLACK; B#2c2c80 BLUE; G#006818 GREEN; R#c80000 RED; W#e0e0e0 WHITE; Y#e8c000 YELLOW; ","G/10 K4 W6 K6 Y4 B8 K6 W6 K6 W6 K6 W6 K6 W6 K6 W6 K6 G8 R6 G6 W4 G4 K/10","Tartan Number: 826. Earliest known date: 1971","Designed for the Sir Walter Scott Bi-centenary in 1971 by Alistair Buchan, Lochcarron of Scotland, for the centenary committee. The tartan was approved by Patricia Maxwell Scott. The design features a black and white check taken from the Border Shepherd's Plaid.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:32"
"House of Tartan","827","Clan","MacAuley Hunting Clan Tartan","K#101010 BLACK; G#006818 GREEN; R#c80000 RED; W#e0e0e0 WHITE; ","R/4 G24 K8 G16 K32 W2 K32 G/12","Tartan Number: 827. Earliest known date: 1950","This shorter version tallies with the count published by M'Intyre North in 1881 as having been given him by Logan. There are two Clans of the name associated with districts as far apart as Dumbarton and Lewis and they have no family connection with each other. They are the MacAulays of Ardencaple associated with the MacGregors and the MacAulays of Lewis who are associated with the MacLeods. This sett in its shortened form begins to resemble the MacGregor tartan.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:32"
"House of Tartan","828","Clan","MacLachlan Dress Clan Tartan","K#101010 BLACK; H#006428 BOTTLE; G#006818 GREEN; LR#d05054 ROSE; W#e0e0e0 WHITE; ","H/8 K6 W48 G46 H8 W6 LR/68","Tartan Number: 828. Earliest known date: 1990","Based on the MacLachlan pattern in Old And Rare","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:32"
"House of Tartan","829","Family","Forde Irish Family Tartan","K#101010 BLACK; DY#e8c000 GOLD; G#006818 GREEN; R#c80000 RED; ","G/4 K4 DY4 K8 R4 K4 R4 K8 DY4 G/64","Tartan Number: 829. Earliest known date: c1890","This pattern was recorded by Bill Johnston, Shippak, USA in 1978 along with other patterns extracted from the 'Clan Originaux' at Pendleton Mill. This and other Irish patterns appear to have originated in the former Waterford Mill in Ireland before they arrived at Pendleton in the late 19thC","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:32"
"House of Tartan","831","District","Somerset District Tartan","A#5c8ca8 AZURE; K#101010 BLACK; T#604000 BROWN; G#006818 GREEN; N#888888 GREY; LR#d05054 ROSE; ","G/16 N16 A14 LR10 T4 K4 T4 K4 T/4","Tartan Number: 831. Earliest known date: 1984","Blue is the river at Chatworthy, brown is the withies at Rhines, black is the peat on Sedgemoor. Grey shows the colour of Glastonbury Abbey and Wells Cathedral and pink represents the Cheddar Pinks which grow in the Cheddar Gorge, favourite of Victorian visitors. Green portrays the Quantock hills and the wilderness of Exmoor.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:32"
"House of Tartan","832","Family","Teallach Family Tartan","DN#5c5c5c DARK GREY; DOG#604000 DARK OLIVE; N#888888 GREY; OG#5c6428 OLIVE GREEN; R#c80000 RED; W#e0e0e0 WHITE; Y#e8c000 YELLOW; ","DOG/6 DN26 DOG6 N26 OG46 W6 DOG38 R48 Y/8","Tartan Number: 832. Earliest known date: pre 2003","The tartan of the present chairman of the Scottish Tartans Society, Dr Gordon Teall of Teallach.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:32"
"House of Tartan","835","Family","Ledford Family Tartan","DY#e8c000 GOLD; G#006818 GREEN; N#888888 GREY; ","G/36 N16 DY/4","Tartan Number: 835. Earliest known date: 1987","A quantity of this cloth was woven in 1998 for a Ledford family in the USA.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:33"
"House of Tartan","836","Family","Fiddes Family Tartan","K#101010 BLACK; G#006818 GREEN; P#780078 PURPLE; R#c80000 RED; ","G/24 R22 P24 K2 P2 K2 R64 P16 G16 P16 G16 R64 K2 P2 K2 P24 R22 G/24","Tartan Number: 836. Earliest known date: 1800","Unusual sett from Wilsons of Bannockburn","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:33"
"House of Tartan","839","Clan","Stewart of Appin Clan Tartan","A#5c8ca8 AZURE; B#2c2c80 BLUE; G#006818 GREEN; R#c80000 RED; ","G/4 R4 A2 B4 R48 G4 R4 B16 R4 G4 R8 G48 R4 A2 B4 R/6","Tartan Number: 839. Earliest known date: 1906","The Stewarts of Appin fueded relentlessly with the Campbells, and they were supported in these pursuits and other military activities by some of the Clan MacColl, whose tartan is very similar. The Stewarts of Ardshiel, a branch of the Appin Clan, have a certified tartan of their own dating back to the 1820's, which has elements of the Appin design. Stewarts of Appin are descended from Dugald, the son of Sir John Stewart of Lorne who was murdered in 1463. Dugald established the Appin branch of the family by dividing his lands between his five sons. The tartan is worn by the Stonehaven pipe bands.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:33"
"House of Tartan","845","Clan","Rose Clan Tartan","B#2c2c80 BLUE; G#006818 GREEN; R#c80000 RED; W#e0e0e0 WHITE; ","G/8 R64 B18 R12 B4 R6 B4 R24 W/6","Tartan Number: 845. Earliest known date: 1842","The text of the Vestiarium gives the colours as purple and crimson but in the plate they appear as mid blue and scarlet. The Lord Lyon records crimson as red. D.C. Stewart regarded this sett as a 'dress' tartan. ('The Setts..' 1950) James Logan records a 'hunting' version. ('The Scottish Gael' 1831). The castle of Kilravock which has been the residence of the Roses for over five centuries is still the seat of the chief.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:33"
"House of Tartan","847","Clan","Stewart of Rothesay Clan Tartan","K#101010 BLACK; B#2c2c80 BLUE; G#006818 GREEN; R#c80000 RED; W#e0e0e0 WHITE; ","G/4 R52 B8 R4 K8 R4 G16 R8 K2 R2 W/4","Tartan Number: 847. Earliest known date: 1829","See Vestiarium Scoticum entry. Named `Duke of Rothesay' in a drawing by Charles Sobieski (Allen) in the Dick Lauder transcript in the Royal Library in Windsor.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:33"
"House of Tartan","849","Commemorative","Englehart Commemorative Tartan","B#2c2c80 BLUE; G#006818 GREEN; R#c80000 RED; Y#e8c000 YELLOW; ","G/106 R26 B4 Y/44","Tartan Number: 849. Earliest known date: 1958","Englehart semi-centennial.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:33"
"House of Tartan","850","District","Galloway Dress District Tartan","B#2c2c80 BLUE; G#006818 GREEN; R#c80000 RED; Y#e8c000 YELLOW; ","G/4 R2 B32 R32 B2 Y/4","Tartan Number: 850. Earliest known date: 1950","This sett is taken from a sample in MacGregor-Hastie Collection at the Scottish Tartans Museum. It is the more usual form of the dress version.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:34"
"House of Tartan","851","Clan","Stewart of Galloway Clan Tartan","A#5c8ca8 AZURE; K#101010 BLACK; G#006818 GREEN; R#c80000 RED; W#e0e0e0 WHITE; Y#e8c000 YELLOW; ","G/18 R104 A26 K32 Y4 K6 W8 K6 G46 R30 G14 Y/6","Tartan Number: 851. Earliest known date: c.1820","Count taken from the specimen at the Smith Institute in Stirling.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:34"
"House of Tartan","852","District","Texas Bluebonnet District Tartan","B#2c2c80 BLUE; G#006818 GREEN; LB#2888c4 LIGHT BLUE; R#c80000 RED; W#e0e0e0 WHITE; Y#e8c000 YELLOW; ","G/16 R4 B32 W4 R4 W4 LB32 W4 LB32 W4 Y/4","Tartan Number: 852. Earliest known date: 1983","The colours of the Texas Bluebonnet district tartan owe their selection to the bluebonnet flower, a member of the lupin family, which is widespread in many parts of Texas. The flower changes colour with the passing of time, the 'brim' becoming flecked with wine red. The tartan was adopted as the Sequicentennial Tartan and Accredited by the Scottish Tartans Society.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:34"
"House of Tartan","853","District","Huntly District Tartan","B#2c2c80 BLUE; G#006818 GREEN; R#c80000 RED; W#e0e0e0 WHITE; Y#e8c000 YELLOW; ","G/16 R4 G16 R24 B2 R2 B4 R2 B2 R24 B2 R2 B4 R2 B2 R24 W2 R6 Y2 B24 R6 B24 Y2 R6 W2 R24 G4 R6 G4 R24 G16 R4 G/16","Tartan Number: 853. Earliest known date: 1893 (1745)","'Old and Rare Scottish Tartans' was published in 1893 by D.W. Stewart. The book was illustrated by samples woven in silk. The Huntly district tartan is known to have been worn at the time of the '45 rebellion by Brodies, Forbes', Gordons, MacRaes, Munros and Rosses which gives a strong indication of the greater antiquity of the 'District' setts.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:34"
"House of Tartan","857","Clan","MacNab Clan Tartan","SCR#a00048 CRIMSON; G#006818 GREEN; R#c80000 RED; ","G/16 SCR2 G2 SCR2 G2 SCR12 R16 SCR2 R16 SCR12 G14 SCR2 G/2","Tartan Number: 857. Earliest known date: c.1816","The structure of the MacNab is identical with that of the Black Watch; but, by a translation of colours, the most subdued of tartans becomes one of the most striking. D.C.Stewart suggests looking at the pattern through a green filter to see the effect. James Logan recorded ths pattern in his book, 'The Scottish Gael' in 1831, despite receiving a different sett from the largest weaving company of the time, William Wilson and Company, Bannockburn. Wilson's MacNab survives as an alternative tartan for the clan. James Charles MacNab of MacNab, Wester Kilmany, Fife, was recognised as chief in 1970.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:34"
"House of Tartan","859","Clan","MacRae Clan Tartan","B#2c2c80 BLUE; DG#003820 DARK GREEN; R#c80000 RED; W#e0e0e0 WHITE; ","DG/16 R4 DG16 R16 B4 R4 B4 R4 B4 R16 B4 R4 B4 R4 B4 R16 W4 R4 B16 R4 B16 R4 W4 R16 DG4 R4 DG4 R16 DG16 R4 DG/16","Tartan Number: 859. Earliest known date: 1850","This plate is taken from the manuscript of William and Andrew Smith's 'Authenticated Tartans of the Clans and Families of Scotland', with a minor error corrected in the count given by D.C.Stewart in 'The Setts of the Scottish Tartans' (1950). The Smith's sources included the findings of George Hunter, who toured the Highlands in search of old tartans prior to 1822.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:34"
"House of Tartan","860","Clan","Matheson Clan Tartan","B#2c2c80 BLUE; DG#003820 DARK GREEN; R#c80000 RED; ","DG/16 R8 DG2 R2 DG2 R48 B16 DG8 R2 DG2 R2 DG8 R16 DG2 R2 DG2 R2 B16 DG16 R4 DG/8","Tartan Number: 860. Earliest known date: 1850","The design usually worn by Mathesons is given by Smith although earlier versions are recorded. McIan's drawing could be taken to represent either of the two red designs of which this is one. The Mathesons were involved with other clans who settled in Lochalsh, and in particular with the MacDonells of Glengarry and the MacKenzies of Kintail. The tartan has a design structure which relates to the Glengarry which dates at least to c.1816 when a sample was certified by the chief.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:35"
"House of Tartan","864","Clan","Ross Clan Tartan","B#2c2c80 BLUE; G#006818 GREEN; R#c80000 RED; ","G/36 R4 G36 R36 G4 R8 G4 R36 B36 R4 B36 R36 B2 R2 B4 R2 B2 R36 B2 R2 B4 R2 B2 R36 G36 R4 G/36","Tartan Number: 864. Earliest known date: 1810-15","D.C.Stewart says, ""The version here given may be taken to be correct."" Later versions, including Logans, are known to have omissions. The Clan Ross is descended from Fearcher MacinTagart, Earl of Ross in the 13th century. The chiefship has passed to the Rosses of Shandwick. The tartan is also worn by the MacTiers. Also worn by the Metro Toronto Police pipe band. (Strathallan 1994)","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:35"
"House of Tartan","865","Clan","Maxwell Hunting Clan Tartan","K#101010 BLACK; G#006818 GREEN; R#c80000 RED; ","G/6 R2 G56 K12 G8 R32 G/6","Tartan Number: 865. Earliest known date: 0","Tartans of the Lowland families were not named until the publication the 'Vestiarium Scoticum' in 1842. The authors, the Sobieski Stuart brothers, enjoyed a popular following amongst the Scottish gentry in the early Victorian era, and in the spirit of the times, added mystery, romance and some spurious historical documentation to the subject of tartans. The Maxwells have, nevertheless, a tartan of at least 150 years antiquity, probably designed by persons of great imagination and flair. The Maxwells come from Glasgow and the S.W. of Scotland.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:35"
"House of Tartan","866","Clan","MacGregor of Glen Straye Htg Clan Tartan","G#006818 GREEN; R#c80000 RED; ","G/16 R4 G18 R32 G/2","Tartan Number: 866. Earliest known date: 1842","This sett appears in the text of the Vestiarium but is not illustrated. Glen Straye (Glenstrae) lies in the heart of Campbell country and was the scene of a noteable period in the history of Clan Gregor which led to the prosciption of the name.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:35"
"House of Tartan","867","Clan","Pollock Clan Tartan","K#101010 BLACK; G#006818 GREEN; R#c80000 BASIC RED; W#e0e0e0 WHITE; ","G/6 R2 G56 K12 W8 R32 G/6","Tartan Number: 867. Earliest known date: 1980","Based on the Maxwell sett which in turn comes from the Vestiarium Scoticum (1842). Details of the Clan Society's design came from Rhys A Pollock in America. Pollocks were feudal dependents of the Maxwells who lived in the Scottish Lowlands.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:35"
"House of Tartan","871","Clan","MacNichol Clan Tartan","K#101010 BLACK; B#2c2c80 BLUE; G#006818 GREEN; R#c80000 RED; ","G/4 R16 G24 R4 K8 B2 K16 R16 G4 R16 K/4","Tartan Number: 871. Earliest known date: 1850","This plate is taken from the manuscript of William and Andrew Smith's 'Authenticated Tartans of the Clans and Families of Scotland'. The Smith's sources included the findings of George Hunter, an Army clothier, who toured the Highlands in search of old tartans prior to 1822.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:35"
"House of Tartan","873","Portrait","MacDonald of the Isles (Red) Portrait Tartan","K#101010 BLACK; G#006818 GREEN; R#c80000 RED; ","K/4 R36 G4 R10 G/32","Tartan Number: 873. Earliest known date: 1750","This is MacDonald of Sleat with an extra black overcheck.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:36"
"House of Tartan","876","Clan","Bruce Old Clan Tartan","G#006818 GREEN; P#780078 PURPLE; R#c80000 RED; ","G/30 R4 G4 R40 P4 R4 P15 R4 P4 R4 G48 R4 P4 R/45","Tartan Number: 876. Earliest known date: 1797","An order dated 1797 in the Wilson's of Bannockburn papers requests '50 Ells Bruce sett tartan'. As no distinction is made between 'old' and 'new' we assume that the 'new' sett, which has much in common with this one, had not been introduced. (Reduced in proportion for illustration.)","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:36"
"House of Tartan","878","Clan","MacColl Clan Tartan","B#2c2c80 BLUE; G#006818 GREEN; R#c80000 RED; ","G/8 R2 G2 R24 B2 R2 B6 R2 B2 R4 G16 R2 B2 R/24","Tartan Number: 878. Earliest known date: 1797","The MacColl tartan was produced by Wilson's of Bannockburn in 1797 under the name of 'Bruce' later known as 'Old Bruce'. Some historical detective work is required to establish the earliest date for the MacColl tartan. The MacColls are a branch of the Clan Donald who settled around Loch Fyne. Some of the clan living in the Ballachulich area took protection from the Stewart of Appin. There is a strong similarity in the pattern structure of the 'Appin' and the MacColl design. Wilson took great care to produce genuine Highland tartans, but he was less concerned with the naming of them, suggesting that he had in fact produced a MacColl tartan with a mistaken identity.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:36"
"House of Tartan","880","Clan","MacGillivray Hunting Clan Tartan","B#2c2c80 BLUE; G#006818 GREEN; R#c80000 RED; ","G/38 R14 G14 R14 G14 R28 B6 R6 G38 R6 B6 R132 B14 R/28","Tartan Number: 880. Earliest known date: pre 2003","The pattern books of the old firm of weavers, Wilson's of Bannockburn, provide a reliable early source for this tartan. Wilson's were in business with a monopoly to supply tartan to the regiments in the second half of the 18th century before this pattern was recorded.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:36"
"House of Tartan","881","Clan","MacLintock Clan Tartan","A#5c8ca8 AZURE; B#2c2c80 BLUE; G#006818 GREEN; R#c80000 RED; ","G/72 R6 G6 R6 B18 R6 A4 R80 B6 R6 B4 R/12","Tartan Number: 881. Earliest known date: 1842","Tartan is in the MacGregor Hastie collection of the STS and also appears in the J. T. Thompson files at the STA. It also appears in Clans Originaux verified by BW in 2004. Mentioned in correspondence by D C Stewart sending this count to Life Member Andrew Pearson in October 1971.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:36"
"House of Tartan","885","Clan","MacRae Red Clan Tartan","DB#202060 DARK BLUE; DG#003820 DARK GREEN; R#c80000 RED; W#e0e0e0 WHITE; ","DG/20 R3 DG20 R20 DB3 R3 DB6 R3 DB3 R20 DB3 R3 DB6 R3 DB3 R20 W3 R4 DB20 R/4","Tartan Number: 885. Earliest known date: pre 2003","Paton's 'Red MacRae' Alexander Macrae received the lands of Conchra and Ardachy in 1677 and became progenitor of the Macraes of Conchra. The Conchra tartan is blue and white.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:36"
"House of Tartan","889","Clan","Sinclair Hunting Clan Tartan","K#101010 BLACK; B#2c2c80 BLUE; G#006818 GREEN; R#c80000 RED; W#e0e0e0 WHITE; ","G/4 R2 G60 K32 W2 B32 R/4","Tartan Number: 889. Earliest known date: 1842","Sinclairs wore a green tartan at the Battle of Flodden where the entire contingent were killed save the drummer.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:37"
"House of Tartan","891","Clan","Erskine (Green & Red) Clan Tartan","G#006818 GREEN; R#c80000 RED; ","R/8 G2 R56 G48 R2 G/12","Tartan Number: 891. Earliest known date: 1842","The Erskine clan or family originated in Renfrewshire. The first published version of the tartan appeared in the Vestiarium Scoticum, a romantic history of Scottish dress produced in 1842 by the Sobieski brothers. Cunningham tartan, published in the same work, differs only in the addition of a white stripe between the narrow green lines. Cunningham was one of the names adopted by the MacGregors, and this provides a tenuous connection which might explain the origin of the design.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:37"
"House of Tartan","892","Clan","MacQuarrie Clan Tartan","DG#003820 DARK GREEN; R#c80000 RED; ","R/32 DG2 R2 DG2 R8 DG/24","Tartan Number: 892. Earliest known date: 1886","J. Grant's version of the MacQuarrie tartan is the one used today and illustrated in Bain's pocketbook. The earliest reference to a related MacQuarrie sett appears in the Cockburn Collection (c.1815). D C Stewart says, ""The MacQuarrie tartan now most often used is related to the red MacDonald..."". MacQuarrie's were followers of the Lords of the Isles and held lands on the Isle of Mull. The chiefship today is vacant.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:37"
"House of Tartan","894","Clan","Menzies Hunting Clan Tartan","DG#003820 DARK GREEN; R#c80000 RED; ","DG/96 R8 DG4 R8 DG12 R4 DG6 R/18","Tartan Number: 894. Earliest known date: 1893","This sett is woven in various colours with the same basic design. The certified version is red and black. The hunting Menzies was recorded by D.W. Stewart in his book, 'Old and Rare Scottish Tartans' (1893), which contained a selection of forty five setts, woven in silk, of special interest or antiquity.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:37"
"House of Tartan","898","Clan","Stewart of Urrard Clan Tartan","B#2c2c80 BLUE; G#006818 GREEN; R#c80000 RED; ","G/12 R4 G4 R36 B18 R6 G6 R6 B18 R6 G48 R4 G4 R/8","Tartan Number: 898. Earliest known date: pre 1930","A kilt in this material was brought into the Scottish Tartans Museum in Comrie which could be dated to before 1930. It belonged to a member of the Stewart Society at that time. The threadcount and the name were documented by Mackinlay, who studied and collected tartans between 1930 and 1950.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:37"
"House of Tartan","902","Clan","Matheson Hunting (Red) Clan Tartan","B#2c2c80 BLUE; G#006818 GREEN; R#c80000 RED; ","G/8 R6 G10 B12 R4 G2 R2 G2 R12 G6 R2 G2 R2 G6 B16 G44 R2 G2 R2 G6 R/16","Tartan Number: 902. Earliest known date: pre 2003","Incomplete sett. Second pivot is assumed.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:37"
"House of Tartan","903","Family","Middleton Family Tartan","G#006818 GREEN; R#c80000 RED; ","R/88 G16 R8 G/128","Tartan Number: 903. Earliest known date: 1906","Sir Thomas Middleton of Rosefarm in Cromarty was a distinguished agriculturalist in the Department of Food Production during the First World War. Middletons are associated with the Forbes and the Innes Clans.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:38"
"House of Tartan","904","Clan","MacDonald of Sleat Clan Tartan","G#006818 GREEN; R#c80000 RED; ","R/72 G4 R10 G/32","Tartan Number: 904. Earliest known date: 1908","The MacDonald of Sleat tartan was manufactured in the 18th century and called MacDonald of Sleat, Lord of the Isles. The pattern was devised from an old MacDonald tartan that is shown in a painting at Armadale Castle, but it appears that the reconstruction differs somewhat from the original. Whether this was intended or simply a mistake is entirely open to conjecture but it would not be the first new design to have arisen from an error in the threadcount. The first recorded publication of the sett can be found in Adam's work of 1908.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:38"
"House of Tartan","905","Family","Leask Family Tartan","K#101010 BLACK; G#006818 GREEN; R#c80000 RED; W#e0e0e0 WHITE; Y#e8c000 YELLOW; ","G/4 R4 W2 R4 K2 R48 G24 Y4 G6 Y4 G24 R4 G6 Y/4","Tartan Number: 905. Earliest known date: 1981","Designed by Madam Leask and the Scottish Tartans Society Accredited in 1981.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:38"
"House of Tartan","907","Family","Hackston or Halkerston Family Tartan","K#101010 BLACK; G#006818 GREEN; R#c80000 RED; W#e0e0e0 WHITE; Y#e8c000 YELLOW; ","R/56 W4 K24 Y6 R24 Y6 R24 G/6","Tartan Number: 907. Earliest known date: 1987","Taken from a portrait (c. 1746) Red pivot reduced by half for display. Should read R112.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:38"
"House of Tartan","908","Corporate","Braemar House Corporate Tartan","T#604000 BROWN; G#006818 GREEN; LG#289c18 LIGHT GREEN; OG#5c6428 OLIVE GREEN; W#e0e0e0 WHITE; Y#e8c000 YELLOW; ","G/6 T4 LG24 OG24 W2 G2 Y/6","Tartan Number: 908. Earliest known date: 1987","The Lords Kilmarnock are descended from both the Hays (the Earls of Errol), and the Stewarts and the design incorporates elements from the Hay-Leith tartan (the red section) and the Hunting Stewart (the green section) with minor alterations to each. The representation here follows the count registered with Lord Lyon on 7th March 1956. The Boyd family are closely associated with the town of Kilmarnock in the South West of the Scottish Lowlands.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:38"
"House of Tartan","909","Trade","Bannockbane Hunting Trade Tartan","T#604000 BROWN; G#006818 GREEN; W#e0e0e0 WHITE; ","G/4 T4 G30 T2 W2 G30 T4 G/4","Tartan Number: 909. Earliest known date: c.1984","Nothing","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:38"
"House of Tartan","910","Clan","MacAlister of Glenbarr Clan Tartan","B#2c2c80 BLUE; T#604000 BROWN; G#006818 GREEN; ","G/8 T4 G4 T4 G4 T6 B2 T2 G8 T2 B2 T24 B4 T/6","Tartan Number: 910. Earliest known date: pre 1984","This version of the MacAlister of Glenbarr tartan is the same as the MacGillivray hunting tartan. This sample was taken from a piece woven by Lochcarron Weavers around 1984.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:38"
"House of Tartan","912","District","Aviemore Check District Tartan","T#604000 BROWN; G#006818 GREEN; W#e0e0e0 WHITE; Y#e8c000 YELLOW; ","G/4 T20 G22 Y8 T2 W36 G4 T/2","Tartan Number: 912. Earliest known date: 1975","1976","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:39"
"House of Tartan","913","Trade","Dogwood Trade Tartan","DR#880000 DARK RED; G#006818 GREEN; LT#a08858 LIGHT BROWN; W#e0e0e0 WHITE; ","G/6 DR24 G24 LT10 DR2 W50 G4 DR/2","Tartan Number: 913. Earliest known date: 1968","The registered tartan of the Dinwiddie Clan. Dinwiddies are normally associated with the Maxwells, but Lord Lyon stated, in 1988, that Dinwiddies were a sept of no other clan.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:39"
"House of Tartan","914","District","Glen Trool District Tartan","T#604000 BROWN; DG#003820 DARK GREEN; R#c80000 RED; ","DG/74 T18 DG6 R18 T/6","Tartan Number: 914. Earliest known date: pre 1945","Glen Trool is in the Galloway Uplands in the Southwest of Scotland. The tartan began life as a trade sett - a colourful fashion fabric - and was given a name merely to identify it. It proved very popular and is now recognised as a District Tartan.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:44:39"
